Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C57988,EBONY,$79 ,$15 ,$71 ,$42 ,$144 ,6,0,4,2,1,Others,3,4,35-45,0,1,3,28,1,3,MBA,1,,,1,5,3,,
C57989,TOKUGAWA,$25 ,$433 ,$490 ,$40 ,$110 ,2,57,19,15,0,Others,3,1,55+,0,1,3,21,1,5,primary,7,,,3,10,,,
C57990,COSMOS,"$1,464 ",$474 ,"$2,071 ",$40 ,$139 ,22,8,75,9,0,Others,3,3,45-55,0,0,0,31,0.3,1,primary,2,,,10,26,14,,
C57991,CENTAUR,"$3,837 ","$2,608 ","$1,685 ",$53 ,$176 ,58,129,44,119,3,Others,3,1,25-35,0,0,5,36,0.9,3,primary,7,,,,7,,,
C57992,ODYSSEY,$141 ,$613 ,$25 ,$49 ,$160 ,2,58,0,80,6,Others,3,4,25-35,1,1,1,34,0.9,1,primary,,,,,7,7,,
C57993,EBONY,$108 ,$126 ,$25 ,$44 ,$112 ,1,4,0,10,2,Others,3,5,18-24,0,1,4,6,0.8,1,primary,1,,,3,6,2,,
C57994,CENTAUR,$10 ,$198 ,$25 ,$70 ,$378 ,0,7,0,148,9,Others,3,3,35-45,1,1,2,48,0.5,5,primary,9,,,1,10,,,
C57995,CENTAUR,$10 ,$104 ,$25 ,$40 ,$100 ,0,4,0,0,0,Others,3,4,25-35,1,1,5,28,0.8,5,primary,1,,,,1,,,
C57996,COSMOS,$104 ,$640 ,$152 ,$41 ,$207 ,4,62,5,188,1,Others,3,3,25-35,0,0,1,32,0.3,5,primary,,,,11,26,15,,
C57997,COSMOS,$236 ,$15 ,$25 ,$48 ,$171 ,5,0,0,101,3,Others,3,4,45-55,0,0,0,26,0.4,2,primary,,,,2,4,2,,
C57998,COSMOS,$10 ,$825 ,$542 ,$59 ,$306 ,0,75,20,160,7,Others,3,3,35-45,1,0,1,28,0.5,4,MBA,4,,,,7,3,,
C57999,CENTAUR,$517 ,$653 ,$146 ,$48 ,$254 ,12,114,7,327,4,Others,3,4,35-45,1,0,1,20,0.2,2,MBA,3,,,,3,,,
C58000,CENTAUR,$146 ,$498 ,$40 ,$47 ,$119 ,4,39,1,25,2,Others,3,5,18-24,0,0,1,2,0.8,4,MBA,,,,,0,,,
C58001,COSMOS,$203 ,$377 ,$186 ,$119 ,$182 ,6,64,7,111,15,Others,3,4,25-35,1,0,5,48,0.7,2,primary,,,,5,8,3,,
C58002,TOKUGAWA,$62 ,$155 ,$215 ,$41 ,$178 ,12,6,5,49,1,Others,3,1,25-35,0,1,0,18,0.8,3,primary,3,,1,,5,1,,
C58003,ODYSSEY,$238 ,$282 ,$25 ,$45 ,$148 ,11,10,0,89,1,Others,3,1,25-35,0,0,1,21,0.6,3,MBA,25,,,5,60,30,,
C58004,COSMOS,$10 ,$67 ,$25 ,$59 ,$233 ,0,5,0,146,21,Others,3,1,55+,0,0,3,21,1,5,primary,,,,10,30,20,,
C58005,CENTAUR,$26 ,$219 ,$25 ,$50 ,$127 ,1,6,0,48,2,Others,3,4,55+,0,0,4,33,0.3,3,primary,2,,,,2,,,
C58006,ODYSSEY,$795 ,"$1,963 ",$383 ,$54 ,$331 ,10,92,13,122,5,Others,3,3,35-45,0,0,3,12,0.8,3,MBA,,,,3,8,5,,
C58007,CENTAUR,$13 ,"$2,611 ",$354 ,$95 ,$318 ,1,79,11,166,9,Others,3,2,55+,0,1,1,7,0.2,4,primary,,,,,1,1,,
C58008,COSMOS,$10 ,$889 ,$46 ,$44 ,$217 ,0,83,1,140,4,Others,3,5,45-55,0,0,2,44,0.9,2,primary,2,,,,2,,,
C58009,COSMOS,$10 ,$85 ,$25 ,$97 ,$207 ,0,7,0,97,19,Others,3,3,25-35,1,0,1,13,0.4,3,primary,,,,3,6,3,,
C58010,ODYSSEY,$586 ,$290 ,$117 ,$125 ,$254 ,9,24,3,187,14,Others,3,3,45-55,0,1,3,16,0.8,4,MBA,,,,5,25,20,,
C58011,EBONY,$10 ,$33 ,$25 ,$56 ,$149 ,0,2,0,41,9,Others,3,3,25-35,1,0,1,34,0.4,1,primary,1,,,5,10,4,,
C58012,EBONY,$384 ,"$1,303 ",$255 ,$105 ,$400 ,8,81,5,336,15,Others,3,2,18-24,0,0,4,11,0.6,3,MBA,,,,1,5,4,,
C58013,TOKUGAWA,$563 ,"$1,847 ",$940 ,$94 ,$255 ,17,127,19,275,24,Others,3,4,35-45,1,0,2,33,1,1,primary,9,,,12,25,4,,
C58014,TOKUGAWA,$259 ,"$1,289 ",$239 ,$79 ,$417 ,3,106,14,248,7,Others,3,1,45-55,0,1,1,49,0.3,3,primary,7,,3,,10,,,
C58015,COSMOS,$10 ,$62 ,$25 ,$70 ,$155 ,0,11,0,73,12,Others,3,2,55+,1,0,0,33,0.8,2,primary,1,,,13,24,10,,
C58016,CENTAUR,$78 ,"$2,861 ",$293 ,$41 ,$167 ,3,214,8,87,1,Others,3,4,18-24,1,0,5,36,0.1,3,primary,2,,,,2,,,
C58017,CENTAUR,$292 ,$15 ,$154 ,$40 ,$312 ,5,0,2,6,0,Others,3,4,45-55,0,0,1,45,0.4,2,MBA,11,,,1,12,,,
C58018,CENTAUR,$229 ,"$1,040 ",$172 ,$77 ,$272 ,3,105,11,272,13,Others,3,4,45-55,0,1,4,37,0.8,4,MBA,4,,1,3,10,2,,
C58019,CENTAUR,$10 ,$94 ,$31 ,$40 ,$132 ,0,6,2,26,0,Others,3,2,45-55,1,0,0,42,0.6,3,MBA,1,,,,1,,,
C58020,CENTAUR,$119 ,"$1,015 ",$31 ,$62 ,$212 ,4,79,1,186,13,Others,3,3,25-35,1,1,3,34,0.8,5,primary,,,,,1,1,,
C58021,CENTAUR,$106 ,$757 ,$25 ,$56 ,$149 ,2,99,0,117,1,Others,3,2,35-45,1,1,1,45,0.7,3,primary,,,,,0,,,
C58022,COSMOS,$10 ,$194 ,$25 ,$40 ,$115 ,0,7,0,35,0,Others,3,4,35-45,0,1,2,15,0.7,3,primary,,3,,25,31,3,,
C58023,CENTAUR,$103 ,$87 ,$25 ,$120 ,$209 ,1,9,0,143,34,Others,3,5,25-35,1,1,5,16,0.6,5,primary,,,,,0,,,
C58024,COSMOS,$667 ,"$1,640 ",$250 ,$116 ,$245 ,15,217,12,249,24,Others,3,2,25-35,1,1,4,26,0.1,2,MBA,,,,,0,,,
C58025,EBONY,$10 ,$126 ,$62 ,$42 ,$201 ,0,10,3,31,3,Others,3,4,55+,0,0,1,37,0.3,3,primary,,,,3,5,2,,
C58026,COSMOS,$20 ,$494 ,$25 ,$56 ,$134 ,1,24,0,63,6,Others,3,3,35-45,0,0,3,34,0.6,1,primary,,,,1,3,2,,
C58027,TOKUGAWA,$468 ,$287 ,$79 ,$101 ,$216 ,6,18,1,102,11,Others,3,5,25-35,0,0,4,31,0.4,3,primary,2,,,,2,,,
C58028,EBONY,$10 ,$15 ,$33 ,$40 ,$103 ,0,0,1,6,0,Others,3,2,35-45,1,1,1,7,0.8,1,primary,,,,2,4,2,,
C58029,ODYSSEY,$14 ,$102 ,$425 ,$40 ,$140 ,1,16,7,64,0,Others,3,3,25-35,1,0,4,17,0.3,2,primary,6,,2,,13,5,,
C58030,CENTAUR,$15 ,$33 ,$70 ,$59 ,$135 ,1,2,2,39,2,Others,3,4,18-24,0,0,2,3,0.5,4,primary,11,,,1,16,4,,
C58031,CENTAUR,$214 ,$221 ,$50 ,$42 ,$763 ,3,19,1,75,1,Others,3,4,25-35,1,0,2,17,0.5,2,primary,,,,,0,,,
C58032,TOKUGAWA,$10 ,"$1,428 ",$25 ,$40 ,$195 ,0,41,0,103,0,Others,3,1,18-24,1,0,2,48,0.4,2,primary,4,,1,,5,,,
C58033,CENTAUR,$106 ,$227 ,$25 ,$41 ,$146 ,1,15,0,80,1,Others,3,5,55+,0,1,1,47,0.9,4,primary,8,2,,1,15,4,,
C58034,CENTAUR,$133 ,$522 ,$108 ,$49 ,$625 ,2,35,3,101,2,Others,3,3,55+,0,0,0,31,0.2,4,primary,6,,,1,7,,,
C58035,COSMOS,$10 ,$15 ,$25 ,$53 ,$137 ,0,0,0,81,7,Others,3,3,25-35,0,1,3,36,0.3,3,primary,,,,11,22,11,,
C58036,ODYSSEY,$11 ,$15 ,$25 ,$40 ,$168 ,1,0,0,100,0,Others,3,3,45-55,0,0,2,19,0.6,3,primary,1,,,2,7,4,,
C58037,CENTAUR,$920 ,"$1,548 ",$357 ,$384 ,$304 ,20,394,28,277,43,Others,3,1,35-45,0,1,2,34,1,3,primary,,,,,0,,,
C58038,ODYSSEY,$98 ,$15 ,$25 ,$51 ,$124 ,2,0,0,47,4,Others,3,2,25-35,0,0,1,33,0.8,3,primary,,,,2,6,4,,
C58039,COSMOS,$10 ,$15 ,$29 ,$44 ,$102 ,0,0,1,5,2,Others,3,3,18-24,1,0,5,40,0.7,3,primary,,,,2,7,5,,
C58040,ODYSSEY,"$2,829 ",$930 ,$443 ,$109 ,$340 ,15,156,3,218,44,Others,3,2,25-35,1,1,1,25,0.4,5,primary,25,6,2,20,101,48,,
C58041,CENTAUR,$77 ,$274 ,$206 ,$45 ,$136 ,3,27,5,78,3,Others,3,3,25-35,0,0,4,2,0.1,4,MBA,2,,,2,4,,,
C58042,COSMOS,$10 ,$315 ,$128 ,$48 ,$155 ,1,6,4,112,3,Others,3,2,45-55,0,0,3,35,0.4,3,primary,,,,19,33,14,,
C58043,EBONY,$195 ,$480 ,$521 ,$40 ,$152 ,4,15,13,76,0,Others,3,3,18-24,0,0,3,21,0.6,3,primary,,,,4,6,2,,
C58044,CENTAUR,$878 ,$263 ,$25 ,$62 ,$182 ,2,21,0,139,7,Others,3,2,45-55,0,1,3,27,0.2,3,MBA,2,,,,2,,,
C58045,CENTAUR,$146 ,$450 ,$269 ,$45 ,$132 ,7,27,5,86,6,Others,3,5,25-35,1,1,2,9,0.6,5,primary,25,7,2,2,42,6,,
C58046,CENTAUR,$992 ,"$2,171 ",$259 ,$49 ,$246 ,12,103,7,112,2,Others,3,1,35-45,0,0,2,20,0.9,2,primary,4,,,,4,,,
C58047,EBONY,$10 ,$341 ,$25 ,$186 ,$115 ,0,16,0,34,38,Others,3,2,35-45,0,1,4,32,0.1,4,MBA,,,,13,35,22,,
C58048,TOKUGAWA,$10 ,$181 ,$47 ,$47 ,$119 ,0,15,1,21,1,Others,3,5,18-24,1,0,0,7,0.8,4,MBA,1,,,,3,2,,
C58049,COSMOS,$11 ,"$1,121 ","$1,028 ",$192 ,$508 ,1,129,12,347,51,Others,3,4,35-45,0,1,2,45,0.9,4,MBA,,,,7,11,4,,
C58050,CENTAUR,$511 ,"$1,787 ",$235 ,$61 ,$209 ,8,67,9,181,3,Others,3,1,25-35,1,1,2,30,0.7,3,primary,4,,,,4,,,
C58051,COSMOS,$10 ,$17 ,$25 ,$41 ,$111 ,0,2,0,33,1,Others,3,3,25-35,1,1,3,31,0.5,3,primary,1,,,10,13,2,,
C58052,ODYSSEY,$74 ,$22 ,$25 ,$40 ,$103 ,4,4,0,9,0,Others,3,3,35-45,0,1,3,44,0.4,5,primary,,,,,2,2,,
C58053,COSMOS,$94 ,$137 ,$25 ,$51 ,$124 ,2,12,0,30,2,Others,3,3,45-55,0,0,0,10,1,4,primary,,,,5,11,6,,
C58054,TOKUGAWA,$284 ,$83 ,$74 ,$46 ,$190 ,5,12,3,103,2,Others,3,3,25-35,0,0,1,1,0.5,5,primary,3,,,1,5,1,,
C58055,COSMOS,$10 ,$92 ,$39 ,$49 ,$117 ,0,6,1,43,4,Others,3,3,45-55,1,1,1,39,0.9,1,MBA,,,,2,7,5,,
C58056,CENTAUR,$80 ,$104 ,$89 ,$63 ,$171 ,1,14,2,71,4,Others,3,2,35-45,1,1,1,6,0.8,4,primary,,,,,1,1,,
C58057,COSMOS,"$3,180 ","$1,515 ",$550 ,$169 ,$243 ,24,113,18,213,22,Others,3,5,45-55,0,1,3,22,0.5,4,primary,,,,2,8,6,,
C58058,CENTAUR,$130 ,$200 ,$25 ,$40 ,$113 ,5,24,0,38,0,Others,3,3,45-55,0,0,4,49,0.8,3,primary,,,,,0,,,
C58059,ODYSSEY,$10 ,$52 ,$37 ,$42 ,$340 ,0,2,1,295,1,Others,3,3,45-55,0,1,3,28,0.1,4,MBA,,,,6,17,11,,
C58060,ODYSSEY,$74 ,"$1,066 ",$107 ,$40 ,$188 ,4,56,6,85,0,Others,3,1,18-24,0,0,5,18,0.7,2,MBA,1,,,,1,,,
C58061,CENTAUR,$143 ,$338 ,$260 ,$67 ,$180 ,4,18,6,140,9,Others,3,4,18-24,1,0,2,33,0.9,1,primary,18,,,,18,,,
C58062,EBONY,$10 ,"$1,576 ",$53 ,$48 ,$176 ,0,79,3,64,1,Others,3,3,18-24,1,0,4,31,0.4,2,primary,,,,4,5,1,,
C58063,CENTAUR,$616 ,$741 ,$86 ,$44 ,$125 ,14,43,4,61,3,Others,3,4,45-55,0,0,2,8,1,4,primary,,,,,0,,,
C58064,ODYSSEY,$359 ,$557 ,$165 ,$40 ,$137 ,9,7,1,40,0,Others,3,1,18-24,1,1,0,10,0.2,4,primary,,,,4,16,12,,
C58065,COSMOS,$111 ,$334 ,$318 ,$40 ,$151 ,4,16,5,97,0,Others,3,4,25-35,1,1,1,47,0.3,2,MBA,1,,,6,13,6,,
C58066,TOKUGAWA,$120 ,$634 ,$108 ,$45 ,$122 ,5,25,2,34,1,Others,3,2,25-35,1,1,4,13,0.9,3,primary,11,,,,11,,,
C58067,ODYSSEY,$173 ,$221 ,$25 ,$40 ,$188 ,1,8,0,24,0,Others,3,2,25-35,1,0,1,34,0.6,2,primary,25,,,4,55,26,,
C58068,COSMOS,$10 ,$315 ,$25 ,$106 ,$149 ,0,43,0,145,34,Others,3,4,18-24,1,1,3,38,0.6,4,primary,,,,1,3,2,,
C58069,COSMOS,$179 ,$448 ,$62 ,$121 ,$261 ,4,16,2,175,25,Others,3,5,35-45,1,1,4,26,0.5,4,primary,,,,5,6,1,,
C58070,CENTAUR,$167 ,"$1,905 ",$190 ,$95 ,$596 ,4,138,11,479,11,Others,3,1,18-24,1,0,5,28,0.2,3,primary,5,,,,6,1,,
C58071,COSMOS,"$21,028 ","$1,480 ",$953 ,$89 ,$599 ,83,40,25,280,6,Others,3,2,55+,0,1,3,19,0.3,3,primary,,,,15,24,9,,
C58072,CENTAUR,$198 ,$830 ,$159 ,$88 ,$208 ,10,16,5,114,11,Others,3,3,35-45,0,1,2,2,0.2,5,primary,2,,,1,3,,,
C58073,EBONY,$10 ,$15 ,$25 ,$42 ,$115 ,0,0,0,11,1,Others,3,3,55+,1,0,4,27,0.5,3,primary,,,,3,5,2,,
C58074,ODYSSEY,$10 ,$565 ,$39 ,$43 ,$255 ,0,43,1,59,2,Others,3,4,45-55,1,0,3,24,0.7,1,primary,25,,,2,61,34,,
C58075,COSMOS,"$1,794 ",$317 ,$25 ,$40 ,"$1,079 ",17,25,0,155,0,Others,3,5,45-55,0,0,3,23,0.2,3,primary,2,,1,2,8,3,,
C58076,CENTAUR,$484 ,$837 ,$183 ,$46 ,$646 ,5,43,4,141,4,Others,3,4,25-35,0,0,2,22,0.6,1,primary,1,,,,6,5,,
C58077,CENTAUR,$10 ,$15 ,$25 ,$40 ,$110 ,0,0,0,12,0,Others,3,5,35-45,0,0,1,6,0.4,4,primary,2,,,,2,,,
C58078,COSMOS,$10 ,$121 ,$25 ,$41 ,$138 ,0,10,0,62,1,Others,3,4,45-55,0,1,5,31,0.8,2,primary,1,,,,1,,,
C58079,CENTAUR,$480 ,$375 ,$25 ,$56 ,$155 ,10,46,0,114,19,Others,3,2,35-45,0,0,1,24,0.4,2,primary,1,,,,1,,,
C58080,COSMOS,$77 ,$137 ,$73 ,$50 ,$124 ,4,13,3,14,1,Others,3,2,35-45,1,1,4,29,1,3,primary,1,,,8,16,7,,
C58081,COSMOS,$360 ,$968 ,$45 ,$206 ,$332 ,20,174,6,295,33,Others,3,2,35-45,0,0,5,41,0.8,2,primary,,,,1,3,2,,
C58082,CENTAUR,$10 ,$430 ,$25 ,$69 ,$188 ,0,51,0,126,4,Others,3,3,25-35,0,0,1,22,0.5,3,primary,,,,,0,,,
C58083,TOKUGAWA,$10 ,$352 ,$164 ,$42 ,$196 ,0,32,10,81,3,Others,3,1,25-35,1,0,2,1,0.3,2,primary,4,,,4,10,2,,
C58084,COSMOS,$94 ,$15 ,$77 ,$53 ,$102 ,4,0,5,5,4,Others,3,2,45-55,0,0,0,32,0.6,4,primary,7,,1,,10,2,,
C58085,CENTAUR,"$1,521 ","$1,747 ",$632 ,$56 ,$149 ,34,86,27,81,2,Others,3,3,45-55,1,1,3,34,0.8,5,primary,,,,,4,4,,
C58086,ODYSSEY,$10 ,$15 ,$45 ,$45 ,$115 ,0,0,1,11,1,Others,3,3,35-45,1,1,4,15,0.7,3,MBA,,,,1,3,2,,
C58087,CENTAUR,$35 ,$70 ,$25 ,$67 ,$175 ,3,4,0,179,7,Others,3,3,35-45,1,1,3,46,0.1,4,primary,2,,,,2,,,
C58088,COSMOS,$12 ,$202 ,$25 ,$55 ,$129 ,1,28,0,63,16,Others,3,4,35-45,0,0,2,39,1,2,primary,,,,1,4,3,,
C58089,COSMOS,$10 ,$34 ,$25 ,$40 ,$116 ,0,2,0,11,0,Others,3,4,55+,1,1,3,30,0.1,5,primary,,,,5,8,3,,
C58090,COSMOS,$317 ,"$1,338 ",$808 ,$51 ,$241 ,7,62,17,63,2,Others,3,3,55+,0,1,1,32,0.6,3,MBA,,,,7,17,10,,
C58091,CENTAUR,$102 ,$129 ,$38 ,$42 ,$154 ,1,7,1,48,3,Others,3,4,55+,1,0,4,9,0.1,3,primary,2,,,,2,,,
C58092,ODYSSEY,"$1,365 ",$478 ,$353 ,$49 ,$159 ,24,55,16,69,3,Others,3,1,25-35,1,0,4,15,1,5,primary,,,,,10,10,,
C58093,CENTAUR,$774 ,"$3,011 ",$481 ,$40 ,$404 ,17,152,4,262,0,Others,3,2,45-55,1,0,2,5,0.2,2,primary,1,,,,1,,,
C58094,COSMOS,$16 ,"$1,028 ",$75 ,$44 ,$183 ,2,80,3,192,4,Others,3,3,25-35,1,0,1,7,0.7,2,primary,,,,,0,,,
C58095,COSMOS,$10 ,$15 ,$25 ,$40 ,$105 ,0,0,0,2,0,Others,3,2,35-45,1,1,3,43,0.9,1,primary,,,,1,4,3,,
C58096,COSMOS,$10 ,$333 ,$68 ,$83 ,$127 ,0,53,4,75,13,Others,3,4,45-55,0,0,3,1,0.4,4,primary,25,,,37,98,36,,
C58097,CENTAUR,$12 ,$983 ,$123 ,$43 ,$168 ,1,222,5,239,4,Others,3,4,45-55,1,1,4,15,0.3,5,primary,10,,1,1,12,,,
C58098,TOKUGAWA,$879 ,$127 ,$349 ,$40 ,$106 ,15,17,17,18,0,Others,3,3,35-45,0,0,0,3,0.7,2,primary,18,,3,2,27,4,,
C58099,ODYSSEY,$10 ,$361 ,$661 ,$54 ,$196 ,0,39,25,120,5,Others,3,4,18-24,1,1,2,6,0.2,1,primary,,,,,4,4,,
C58100,CENTAUR,$718 ,$439 ,$40 ,$53 ,$396 ,6,30,1,108,2,Others,3,2,18-24,1,0,4,14,1,1,primary,1,,,1,2,,,
C58101,COSMOS,$10 ,$72 ,$25 ,$86 ,$132 ,0,6,0,44,16,Others,3,1,35-45,1,1,2,3,0.3,2,primary,,,,4,7,3,,
C58102,CENTAUR,$311 ,$246 ,$25 ,$61 ,$150 ,5,21,0,90,10,Others,3,3,18-24,0,1,4,6,0.3,3,primary,1,,,,1,,,
C58103,ODYSSEY,$10 ,$443 ,$151 ,$54 ,$348 ,0,46,5,192,1,Others,3,3,55+,1,1,2,26,0.8,3,primary,1,,,,7,6,,
C58104,COSMOS,$130 ,$253 ,$372 ,$51 ,$115 ,5,21,13,34,4,Others,3,2,25-35,0,1,3,33,0.6,4,primary,,,,7,11,4,,
C58105,CENTAUR,$140 ,$256 ,$795 ,$71 ,$123 ,3,25,27,50,20,Others,3,2,35-45,0,1,3,48,0.1,2,MBA,2,,,,6,4,,
C58106,EBONY,$10 ,$55 ,$25 ,$76 ,$107 ,0,12,0,45,24,Others,3,3,18-24,0,1,0,11,0.9,2,primary,,,,,0,,,
C58107,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$186 ,0,0,0,94,0,Others,3,1,25-35,0,1,5,23,0.9,5,primary,,,,3,21,18,,
C58108,COSMOS,$10 ,$990 ,$62 ,$42 ,$292 ,0,45,2,263,1,Others,3,4,45-55,0,0,1,20,0.9,4,primary,1,,,2,4,1,,
C58109,CENTAUR,$176 ,"$1,303 ",$122 ,$102 ,$224 ,2,76,2,152,26,Others,3,3,45-55,0,0,3,45,0.3,4,primary,,,,,24,24,,
C58110,TOKUGAWA,$141 ,$328 ,$25 ,$44 ,$208 ,5,26,0,178,3,Others,3,4,45-55,0,1,2,6,0.6,4,primary,4,,,5,9,,,
C58111,CENTAUR,$10 ,$15 ,$25 ,$40 ,$126 ,0,0,0,1,0,Others,3,3,25-35,1,1,3,7,0.5,2,primary,3,,,,3,,,
C58112,CENTAUR,$114 ,$100 ,$25 ,$40 ,$110 ,5,13,0,72,0,Others,3,2,45-55,0,1,2,44,1,2,primary,1,,,,1,,,
C58113,CENTAUR,$166 ,$216 ,$61 ,$73 ,$334 ,4,11,2,153,7,Others,3,3,25-35,1,0,4,47,0.9,3,primary,,,,,0,,,
C58114,CENTAUR,$720 ,$501 ,$286 ,$40 ,$203 ,19,38,15,175,0,Others,3,4,55+,0,0,0,9,0.6,4,MBA,7,,,1,8,,,
C58115,EBONY,$10 ,$297 ,$25 ,$40 ,$112 ,0,15,0,49,0,Others,3,3,25-35,1,0,3,22,0.7,2,primary,,1,,5,10,4,,
C58116,CENTAUR,$100 ,$415 ,$28 ,$74 ,$343 ,3,23,1,133,7,Others,3,3,45-55,0,0,2,33,0.2,1,primary,14,,,,14,,,
C58117,EBONY,$10 ,$82 ,$25 ,$46 ,$132 ,0,3,0,72,2,Others,3,4,45-55,0,1,4,4,0.7,3,primary,15,4,,2,21,,,
C58118,COSMOS,$202 ,$583 ,$57 ,$55 ,$219 ,8,88,2,158,6,Others,3,2,25-35,0,0,3,16,1,2,primary,,,,1,3,2,,
C58119,ODYSSEY,$242 ,$43 ,$364 ,$68 ,$295 ,2,2,6,132,6,Others,3,3,35-45,0,0,1,23,0.8,5,primary,25,,,17,77,35,,
C58120,CENTAUR,$10 ,$609 ,$45 ,$48 ,$200 ,0,16,1,64,2,Others,3,3,25-35,1,0,2,21,0.5,4,MBA,4,,,,4,,,
C58121,COSMOS,$10 ,$15 ,$25 ,$40 ,$108 ,0,0,0,9,0,Others,3,2,35-45,1,1,3,28,0.3,5,primary,,,,4,6,2,,
C58122,COSMOS,$10 ,$15 ,$25 ,$40 ,$101 ,0,0,0,5,0,Others,3,3,25-35,0,0,3,29,0.5,5,primary,,,,7,10,3,,
C58123,CENTAUR,$419 ,$279 ,$109 ,$59 ,$188 ,7,30,1,158,5,Others,3,2,25-35,0,0,1,27,0.2,2,primary,2,,,,2,,,
C58124,TOKUGAWA,$470 ,$442 ,$269 ,$45 ,$151 ,15,22,11,85,3,Others,3,3,35-45,1,1,0,46,0.7,3,primary,1,,,1,2,,,
C58125,CENTAUR,$462 ,$248 ,$363 ,$40 ,$154 ,11,18,11,78,0,Others,3,3,35-45,1,0,5,31,0.9,1,primary,7,,,1,8,,,
C58126,COSMOS,$895 ,"$4,820 ","$2,844 ",$94 ,"$1,217 ",35,265,27,603,17,Others,3,2,25-35,1,0,1,42,0.3,5,primary,,,,6,15,9,,
C58127,ODYSSEY,$125 ,$572 ,$61 ,$55 ,$146 ,3,24,2,28,5,Others,3,3,35-45,0,0,2,12,0.4,3,MBA,,,,17,29,12,,
C58128,CENTAUR,$52 ,$291 ,$232 ,$44 ,$194 ,6,24,8,188,4,Others,3,3,55+,1,1,2,21,0.9,3,primary,5,,1,,6,,,
C58129,COSMOS,$10 ,$382 ,$64 ,$49 ,$130 ,0,8,3,39,2,Others,3,2,25-35,0,1,3,42,0.4,4,MBA,,,,8,12,4,,
C58130,COSMOS,$52 ,$600 ,$54 ,$47 ,$112 ,1,44,4,48,5,Others,3,3,25-35,1,0,3,41,0.2,1,primary,,,,6,14,8,,
C58131,CENTAUR,$12 ,$479 ,$34 ,$40 ,$123 ,1,28,2,42,0,Others,3,3,18-24,0,0,2,40,0.5,3,MBA,1,,,,1,,,
C58132,COSMOS,$10 ,$213 ,$25 ,$48 ,$185 ,0,22,0,167,6,Others,3,3,18-24,1,1,3,22,0.7,1,primary,,,,2,6,4,,
C58133,ODYSSEY,$10 ,$47 ,$25 ,$44 ,$177 ,0,5,0,77,1,Others,3,4,25-35,1,0,0,22,0.8,2,primary,,,,2,5,3,,
C58134,CENTAUR,$638 ,"$1,121 ",$55 ,$40 ,$168 ,9,48,2,115,0,Others,3,4,25-35,0,1,2,8,0.8,2,primary,,,,,0,,,
C58135,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$111 ,0,0,0,13,0,Others,3,3,55+,0,1,5,37,0.1,4,primary,,2,,10,30,18,,
C58136,CENTAUR,$990 ,$711 ,$591 ,$52 ,$137 ,22,36,18,20,2,Others,3,3,18-24,1,0,2,8,0.3,3,primary,4,,,,4,,,
C58137,EBONY,$10 ,$50 ,$25 ,$47 ,$152 ,0,3,0,94,3,Others,3,2,35-45,0,0,5,49,0.1,4,primary,5,,4,15,29,5,,
C58138,COSMOS,$10 ,$102 ,$25 ,$54 ,$232 ,0,4,0,99,4,Others,3,1,35-45,1,0,1,14,0.4,4,primary,,,,5,16,11,,
C58139,ODYSSEY,$122 ,"$1,245 ",$463 ,$40 ,$700 ,7,41,2,66,0,Others,3,3,35-45,1,1,4,46,1,3,primary,,,,,2,2,,
C58140,CENTAUR,$274 ,$314 ,$60 ,$50 ,$765 ,6,27,4,171,6,Others,3,1,35-45,1,1,4,8,0.3,4,MBA,5,,,,5,,,
C58141,CENTAUR,$346 ,$256 ,$137 ,$67 ,$144 ,4,22,4,39,5,Others,3,4,45-55,1,1,0,21,0.7,1,primary,5,,,,5,,,
C58142,COSMOS,$10 ,$783 ,$25 ,$49 ,$220 ,0,92,0,269,7,Others,3,5,25-35,1,1,1,9,0.4,4,primary,2,,,1,3,,,
C58143,CENTAUR,$593 ,$57 ,$35 ,$53 ,$143 ,10,12,4,95,7,Others,3,4,45-55,1,1,5,11,0.9,5,primary,5,,,,7,2,,
C58144,ODYSSEY,$212 ,$367 ,$25 ,$78 ,$272 ,5,60,0,379,19,Others,3,4,25-35,0,1,3,45,1,3,primary,,,,,2,2,,
C58145,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$112 ,0,0,0,14,0,Others,3,5,25-35,0,0,2,25,0.4,5,primary,,,,2,6,4,,
C58146,COSMOS,$10 ,$62 ,$25 ,$41 ,$128 ,0,3,1,72,1,Others,3,3,35-45,0,1,1,28,0.1,2,primary,,,,4,6,2,,
C58147,CENTAUR,$860 ,$765 ,"$2,357 ",$312 ,"$1,285 ",11,19,17,351,16,Others,3,3,18-24,1,0,4,12,0.2,2,MBA,,,,,1,1,,
C58148,CENTAUR,$89 ,$856 ,$101 ,$73 ,$266 ,9,251,6,353,14,Others,3,2,18-24,1,1,5,13,0.7,4,primary,,,,,10,10,,
